Time,Acel. X,Acel. Y,Acel. Z,Rot. X,Rot. Y,Rot. Z
187774,0.79,-0.69,-10.26,0.06,-0.05,-0.00
187809,0.79,-0.69,-10.24,0.06,-0.05,-0.00
187844,0.80,-0.69,-10.26,0.06,-0.05,-0.00
187878,0.81,-0.71,-10.24,0.06,-0.05,-0.00
187913,0.79,-0.71,-10.25,0.06,-0.05,-0.00
187948,0.79,-0.72,-10.24,0.06,-0.05,-0.00
187982,0.80,-0.68,-10.25,0.06,-0.05,-0.00
188017,0.80,-0.68,-10.26,0.06,-0.05,-0.00
188052,0.80,-0.69,-10.24,0.06,-0.05,-0.00
188087,0.81,-0.71,-10.20,0.06,-0.05,-0.00
188138,0.80,-0.69,-10.24,0.06,-0.05,-0.01
188173,0.80,-0.70,-10.27,0.06,-0.05,-0.00
188207,0.79,-0.70,-10.27,0.06,-0.05,-0.00
188242,0.80,-0.69,-10.26,0.06,-0.05,-0.00
188277,0.80,-0.73,-10.24,0.06,-0.05,-0.00
188311,0.81,-0.68,-10.26,0.06,-0.05,-0.00
188346,0.80,-0.71,-10.25,0.06,-0.05,-0.00
188381,0.78,-0.71,-10.26,0.06,-0.05,-0.01
188416,0.79,-0.71,-10.24,0.06,-0.05,-0.00
188450,0.77,-0.70,-10.28,0.06,-0.05,-0.00
188485,0.81,-0.71,-10.23,0.06,-0.05,-0.00
188520,0.81,-0.69,-10.24,0.06,-0.05,-0.00
188560,0.82,-0.71,-10.25,0.06,-0.05,-0.00
188594,0.79,-0.69,-10.24,0.06,-0.05,-0.00
188629,0.80,-0.69,-10.22,0.06,-0.05,-0.00
188664,0.81,-0.71,-10.23,0.06,-0.05,-0.00
188699,0.79,-0.71,-10.27,0.06,-0.05,-0.00
188734,0.81,-0.70,-10.24,0.06,-0.05,-0.01
188784,0.82,-0.70,-10.24,0.06,-0.05,-0.00
188818,0.80,-0.69,-10.26,0.06,-0.05,-0.00
188853,0.80,-0.70,-10.27,0.06,-0.05,-0.00
188888,0.79,-0.70,-10.24,0.06,-0.05,-0.00
188923,0.77,-0.69,-10.24,0.06,-0.05,-0.00
188958,0.80,-0.72,-10.23,0.06,-0.05,-0.00
188998,0.81,-0.70,-10.24,0.06,-0.05,-0.00
189033,0.80,-0.70,-10.25,0.06,-0.05,-0.00
189068,0.81,-0.70,-10.28,0.06,-0.05,-0.00
189103,0.80,-0.70,-10.24,0.06,-0.05,-0.00
189138,0.81,-0.69,-10.26,0.06,-0.05,-0.00
189173,0.79,-0.68,-10.26,0.06,-0.05,-0.00
189207,0.80,-0.68,-10.25,0.06,-0.05,-0.00
189242,0.79,-0.70,-10.25,0.06,-0.05,-0.00
189277,0.81,-0.70,-10.26,0.06,-0.05,-0.00
189312,0.79,-0.73,-10.25,0.06,-0.05,-0.01
189347,0.78,-0.71,-10.24,0.06,-0.05,-0.00
189382,0.79,-0.71,-10.25,0.06,-0.05,-0.00
189422,0.81,-0.69,-10.24,0.06,-0.05,-0.00
189457,0.79,-0.70,-10.24,0.06,-0.05,-0.00
189504,0.80,-0.70,-10.26,0.06,-0.05,-0.00
189539,0.81,-0.71,-10.24,0.06,-0.05,-0.00
189574,0.81,-0.71,-10.23,0.06,-0.05,-0.00
189608,0.80,-0.71,-10.25,0.06,-0.05,-0.01
189643,0.80,-0.70,-10.22,0.06,-0.05,-0.00
189678,0.81,-0.69,-10.24,0.06,-0.05,-0.00
189713,0.79,-0.70,-10.26,0.06,-0.05,-0.01
189748,0.82,-0.70,-10.25,0.06,-0.05,-0.00
189783,0.81,-0.69,-10.25,0.06,-0.05,-0.00
189818,0.81,-0.71,-10.26,0.06,-0.05,-0.00
189858,0.79,-0.70,-10.23,0.06,-0.05,-0.00
189893,0.79,-0.71,-10.27,0.06,-0.05,-0.00
189927,0.80,-0.72,-10.26,0.06,-0.05,-0.00
189962,0.80,-0.70,-10.24,0.06,-0.05,-0.00
189997,0.80,-0.70,-10.22,0.06,-0.05,-0.00
190032,0.80,-0.70,-10.24,0.06,-0.05,-0.00
190067,0.80,-0.70,-10.25,0.06,-0.05,-0.00
190102,0.79,-0.69,-10.25,0.06,-0.05,-0.00
190137,0.79,-0.70,-10.27,0.06,-0.05,-0.00
190172,0.81,-0.69,-10.24,0.06,-0.05,-0.00
190206,0.83,-0.71,-10.26,0.06,-0.05,-0.00
190256,0.80,-0.70,-10.26,0.06,-0.05,-0.00
190296,0.79,-0.71,-10.26,0.06,-0.05,-0.00
190331,0.80,-0.70,-10.25,0.06,-0.05,-0.00
190366,0.82,-0.70,-10.22,0.06,-0.05,-0.00
190401,0.79,-0.72,-10.27,0.06,-0.05,-0.00
190435,0.79,-0.71,-10.27,0.06,-0.05,-0.00
190470,0.82,-0.71,-10.24,0.06,-0.05,-0.00
190505,0.81,-0.70,-10.24,0.06,-0.05,-0.00
190540,0.80,-0.71,-10.25,0.06,-0.05,-0.01
190575,0.79,-0.70,-10.23,0.06,-0.05,-0.00
190610,0.78,-0.70,-10.26,0.06,-0.05,-0.00
190645,0.79,-0.73,-10.22,0.06,-0.05,-0.00
190679,0.79,-0.69,-10.21,0.06,-0.05,-0.00
190720,0.80,-0.69,-10.25,0.06,-0.05,-0.00
190754,0.82,-0.71,-10.25,0.06,-0.05,-0.00
190789,0.80,-0.73,-10.25,0.06,-0.05,-0.00
